YEAR,LOC,X04_PRCP,X05_PRCP,X06_PRCP,X07_PRCP,X08_PRCP,X09_PRCP,X10_PRCP,X04_TAVG,X05_TAVG,X06_TAVG,X07_TAVG,X08_TAVG,X09_TAVG,X10_TAVG,X04_DP01,X05_DP01,X06_DP01,X07_DP01,X08_DP01,X09_DP01,X10_DP01,X04_DP10,X05_DP10,X06_DP10,X07_DP10,X08_DP10,X09_DP10,X10_DP10,X04_HTDD,X05_HTDD,X06_HTDD,X07_HTDD,X08_HTDD,X09_HTDD,X10_HTDD,X04_CLDD,X05_CLDD,X06_CLDD,X07_CLDD,X08_CLDD,X09_CLDD,X10_CLDD,cfvo_0_5cm,cfvo_5_15cm,cfvo_15_30cm,cfvo_30_60cm,cfvo_60_100cm,cfvo_100_200cm,clay_0_5cm,clay_5_15cm,clay_15_30cm,clay_30_60cm,clay_60_100cm,clay_100_200cm,silt_0_5cm,silt_5_15cm,silt_15_30cm,silt_30_60cm,silt_60_100cm,silt_100_200cm,nitrogen_0_5cm,nitrogen_5_15cm,nitrogen_15_30cm,nitrogen_30_60cm,nitrogen_60_100cm,nitrogen_100_200cm,sand_0_5cm,sand_5_15cm,sand_15_30cm,sand_30_60cm,sand_60_100cm,sand_100_200cm,phh2o_0_5cm,phh2o_5_15cm,phh2o_15_30cm,phh2o_30_60cm,phh2o_60_100cm,phh2o_100_200cm,soc_0_5cm,soc_5_15cm,soc_15_30cm,soc_30_60cm,soc_60_100cm,soc_100_200cm
2002,MNWA,87.9,124.0529412,117.4882353,99.23529412,120.6588235,119.0529412,49.69411765,10.42823529,16.13588235,21.01235294,23.63882353,21.51235294,17.95705882,10.43588235,9,12.64705882,12.11764706,8.235294118,9.764705882,8.705882353,6.823529412,6.705882353,8.529411765,7.882352941,5.294117647,6.176470588,5.294117647,4,243.8823529,103.0705882,16.82941176,2.476470588,10.82941176,62.48235294,258.5882353,8.041176471,35.12941176,96.28823529,164.7176471,129.4176471,39.49411765,12.7,3,3,2,3,22,23,332,328,334,336,316,286,409,409,404,386,403,428,459,280,234,112,78,58,259,263,262,277,281,287,70,71,71,73,75,76,422,380,312,163,68,36
2003,MNWA,46.6,90,97.9,80.7,43.7,86.72352941,66.57058824,8.27,13.7,19.14,21.66,21.97,17.32176471,10.21705882,11,13,14,15,9,4,7.235294118,6,5,10,7,6,2,4.176470588,307.7,148.2,31.7,3.1,4.6,68.35294118,258.3529412,5.8,4.8,55.9,106.2,117.3,38.5,5.570588235,3,3,2,3,22,23,332,328,334,336,316,286,409,409,404,386,403,428,459,280,234,112,78,58,259,263,262,277,281,287,70,71,71,73,75,76,422,380,312,163,68,36
2004,MNWA,44.7,142.5,163.1,179.9,125,98.72941176,84.17647059,9.34,13.93,18.25,20.9,17.95,17.64352941,10.41117647,5,16,11,11,12,7,8.529411765,3,13,8,9,6,4,5.647058824,271.4,148.6,45,9,50.8,58.48235294,252.1352941,1.7,12.3,42.5,88.4,38.9,54.1,7.135294118,3,3,2,3,22,23,332,328,334,336,316,286,409,409,404,386,403,428,459,280,234,112,78,58,259,263,262,277,281,287,70,71,71,73,75,76,422,380,312,163,68,36
2005,MNWA,85.6,151.3,145.1,78.4,114.5,100.2176471,61.57647059,10.62,12.79,22.55,23.13,20.65,17.76294118,9.959411765,8,18,18,6,8,12,7.588235294,6,9,11,5,7,8,5.058823529,227.6,177.8,0.8,5,8.8,60.67058824,236.0647059,2.2,6,127.3,153.7,80.7,52,10.09411765,3,3,2,3,22,23,332,328,334,336,316,286,409,409,404,386,403,428,459,280,234,112,78,58,259,263,262,277,281,287,70,71,71,73,75,76,422,380,312,163,68,36
2006,MNWA,111.6,71.3,132.4,93.5,130.3,98.31764706,56.67058824,10.61,15.43,20.47,23.67,21.52,17.29705882,10.18058824,14,11,15,7,13,13,7.411764706,10,7,9,4,5,7,4.411764706,234.2,136.5,18.8,1.7,0.9,70.22941176,251.2235294,2.6,46.4,82.9,167.2,99.6,15,11.12941176,3,3,2,3,22,23,332,328,334,336,316,286,409,409,404,386,403,428,459,280,234,112,78,58,259,263,262,277,281,287,70,71,71,73,75,76,422,380,312,163,68,36
2007,MNWA,47.2,85.5,106.6,58.3,273.3,119.3470588,62.94117647,6.99,16.98,20.87,22.14,21.19,18.15058824,9.802352941,6,13,10,6,15,10,7.117647059,3,8,7,4,10,6,4.058823529,347.4,78.8,10,4.2,5.8,56.01764706,266.3117647,7.2,36.9,86.1,122.1,94.3,49.1,7.929411765,3,3,2,3,22,23,332,328,334,336,316,286,409,409,404,386,403,428,459,280,234,112,78,58,259,263,262,277,281,287,70,71,71,73,75,76,422,380,312,163,68,36
2008,MNWA,105.5,98.3,108.5,133.4,55.5,86.94117647,63.88823529,5.64,13.08,19.32,21.98,20.16,17.44411765,9.945882353,13,10,10,9,7,10,8.294117647,8,5,9,5,4,5,4.764705882,380.9,166.2,10.8,0,7.8,67.21176471,254.2470588,0,3.4,40.4,113.1,64.5,29.1,5.588235294,3,3,2,3,22,23,332,328,334,336,316,286,409,409,404,386,403,428,459,280,234,112,78,58,259,263,262,277,281,287,70,71,71,73,75,76,422,380,312,163,68,36
2000,MIWI,81.4,142.2,83.6,141.7,86.2,156.5,53.7,9.374117647,14.97588235,19.76,22.14294118,20.39764706,17.87588235,11.95352941,9,13,11,12,11,6,9,4,11,9,9,7,5,6,268.7117647,133.1764706,24.93529412,5.817647059,19.78823529,63.47058824,217.6529412,4.205882353,25.68823529,67.61764706,122.5588235,82.97058824,44.67058824,8.741176471,49,51,46,50,60,71,201,194,202,219,214,196,363,369,364,361,347,361,1591,944,862,832,737,639,435,437,434,420,439,442,63,63,63,64,65,69,639,705,869,608,548,432
2001,MIWI,81,135,83.1,29.2,49.2,166.5,165.8,8.502352941,13.97882353,19.73470588,22.65529412,21.76470588,17.86588235,11.12823529,11,14,9,9,10,10,14,8,11,7,2,4,8,13,291.1941176,143.0176471,26.82941176,4.635294118,9.347058824,59.10588235,239.5058824,2.182352941,9.229411765,68.32941176,137.2647059,118.0352941,35.04705882,7.629411765,49,51,46,50,60,71,201,194,202,219,214,196,363,369,364,361,347,361,1591,944,862,832,737,639,435,437,434,420,439,442,63,63,63,64,65,69,639,705,869,608,548,432
2002,MIWI,69.2,106.7,77.5,151.9,34.4,23.6,33.8,8.087647059,14.15705882,19.49352941,22.44941176,21.20294118,18.27176471,11.53529412,12,15,10,9,10,5,9,9,6,3,8,5,3,5,303.2705882,146.8235294,25.31176471,3.247058824,9.229411765,53.17647059,219.3058824,2.970588235,19.46470588,59.95882353,129.5529412,97.35882353,35.09411765,6.829411765,49,51,46,50,60,71,201,194,202,219,214,196,363,369,364,361,347,361,1591,944,862,832,737,639,435,437,434,420,439,442,63,63,63,64,65,69,639,705,869,608,548,432
2003,MIWI,87.7,105.5,41.9,38.2,19.5,67.9,59.1,8.875294118,14.97588235,20.32235294,22.63058824,22.23352941,17.99058824,10.65647059,7,14,8,8,5,9,10,3,9,5,4,2,7,5,283.3647059,124.6705882,22.73529412,3.464705882,5.847058824,53.97647059,243.7176471,4.017647059,22.61176471,81.80588235,136.1176471,127.0882353,40.44705882,6.570588235,49,51,46,50,60,71,201,194,202,219,214,196,363,369,364,361,347,361,1591,944,862,832,737,639,435,437,434,420,439,442,63,63,63,64,65,69,639,705,869,608,548,432
2000,GACL,101.4588235,94.4,95.25294118,101.5176471,97.78235294,122.2058824,67.03529412,17.51823529,22.81823529,25.87705882,27.33294118,26.41882353,18.32411765,11.66470588,8.235294118,8.941176471,10.64705882,9.235294118,9.058823529,6.823529412,6.941176471,5.117647059,5.705882353,6.588235294,6.235294118,5.705882353,5.352941176,4.764705882,57.68235294,6.441176471,0.035294118,0,2.252941176,67.26470588,208.7294118,33.15294118,144.6058824,218.0058824,271.5529412,266.6235294,145.5588235,18.52941176,15,15,16,19,19,15,209,211,220,273,312,319,256,252,250,232,208,190,334,107,63,48,30,25,535,537,529,495,480,491,49,49,50,51,51,52,576,153,67,45,35,23
2001,GACL,96.31764706,79.26470588,100.3176471,105.1764706,97.78235294,122.2058824,66.28235294,17.51823529,22.81823529,25.87705882,27.33294118,26.41882353,18.32411765,11.66470588,7.529411765,7.882352941,10.52941176,9.176470588,9.058823529,6.823529412,6.941176471,4.823529412,5.117647059,6.529411765,6.529411765,5.705882353,5.352941176,4.764705882,57.68235294,6.441176471,0.035294118,0,2.252941176,67.26470588,208.7294118,33.15294118,144.6058824,218.0058824,271.5529412,266.6235294,145.5588235,18.52941176,15,15,16,19,19,15,209,211,220,273,312,319,256,252,250,232,208,190,334,107,63,48,30,25,535,537,529,495,480,491,49,49,50,51,51,52,576,153,67,45,35,23
2002,GACL,96.31764706,69.02941176,100.3176471,112.1588235,97.78235294,122.2058824,66.28235294,17.51823529,22.81823529,25.91235294,27.33294118,26.16294118,18.32411765,11.66470588,7.529411765,7.294117647,10.52941176,9.588235294,8.941176471,6.823529412,6.941176471,4.823529412,4.764705882,6.529411765,7,5.764705882,5.352941176,4.764705882,57.68235294,6.441176471,0.035294118,0,2.252941176,67.26470588,208.7294118,33.15294118,144.6058824,220.5529412,271.5529412,266.6235294,145.5588235,18.52941176,15,15,16,19,19,15,209,211,220,273,312,319,256,252,250,232,208,190,334,107,63,48,30,25,535,537,529,495,480,491,49,49,50,51,51,52,576,153,67,45,35,23
2003,GACL,97.71176471,69.02941176,97.35294118,112.1588235,98.58235294,122.2058824,66.28235294,17.51823529,22.81823529,25.91235294,27.38117647,26.16294118,18.36823529,11.66470588,7.882352941,7.294117647,10.41176471,9.588235294,9.176470588,6.470588235,6.941176471,5.058823529,4.764705882,6.411764706,7,5.823529412,5.117647059,4.764705882,57.68235294,6.441176471,0.035294118,0,2.252941176,65.44705882,208.7294118,33.15294118,144.6058824,220.5529412,273.1176471,266.6235294,145.5588235,18.52941176,15,15,16,19,19,15,209,211,220,273,312,319,256,252,250,232,208,190,334,107,63,48,30,25,535,537,529,495,480,491,49,49,50,51,51,52,576,153,67,45,35,23
2004,GACL,99.34117647,73.84117647,96.8,117.0294118,96.94705882,122.2058824,66.28235294,17.51823529,22.81823529,25.91235294,27.38117647,26.14058824,18.36823529,11.66470588,8.117647059,7.529411765,10.41176471,9.588235294,9,6.647058824,6.941176471,5.117647059,4.882352941,6.352941176,6.941176471,5.705882353,5.235294118,4.764705882,57.68235294,6.441176471,0.035294118,0,2.252941176,65.44705882,208.7294118,33.15294118,144.6058824,220.5529412,273.1176471,266.6235294,145.5588235,18.52941176,15,15,16,19,19,15,209,211,220,273,312,319,256,252,250,232,208,190,334,107,63,48,30,25,535,537,529,495,480,491,49,49,50,51,51,52,576,153,67,45,35,23
2000,SDPL,38.4,104,66.2,61.2,69.6,7.2,32.5,8.205294118,13.67941176,19.09882353,21.70058824,21.01941176,18.38764706,11.17058824,9,9,15,13,5,7,9,5,7,7,6,3,1,6,302.4235294,155.0411765,33.65294118,7.752941176,17.83529412,52.45882353,230.2470588,1.241176471,11.13529412,56.41764706,111.8705882,92.17647059,45.06470588,7.882352941,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2001,SDPL,168.6,76.5,52.9,110.3,5.6,110,12.8,9.436470588,14.95470588,20.59470588,23.30647059,22.20588235,18.27235294,11.30823529,11,11,9,10,1,6,6,8,6,5,5,1,5,3,268.5588235,133.3588235,26.72352941,3.082352941,6.464705882,57.94705882,225.2470588,6.135294118,29.63529412,94.61176471,154.2882353,124.4117647,45.88235294,13.32941176,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2002,SDPL,87.4,125.4,91.66470588,71.45882353,70.99411765,91.16470588,65.18823529,10.68705882,17.10588235,21.65588235,24.12470588,23.00235294,18.6,10.28941176,8,10.35294118,8.705882353,7,6.823529412,6.941176471,6.823529412,5.647058824,7.529411765,6.588235294,4.470588235,4.764705882,4.705882353,5.176470588,238.6176471,83.08823529,16.84117647,3.311764706,7.411764706,55.05882353,221.8176471,10.92352941,45.21176471,117.0294118,182.0647059,148.9647059,66.79411765,15.61176471,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2007,SDPL,44.8,144.4,158.6,37.4,121.3,38.4,115.4,9.335294118,14.82588235,20.08647059,22.57705882,20.44117647,18.90411765,11.49117647,6,10,7,2,12,6,6,4,8,5,2,7,4,6,271.0764706,129.1058824,21.99411765,5.264705882,20.95882353,47.97058824,219.5058824,2.276470588,21.43529412,74.58823529,136.8529412,99.22941176,42.97647059,9.452941176,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2004,MNDE,27.7,132.8,97.7,86.2,65.5,83.20588235,56.64705882,8.2,11.93,17.31,21.51,17.52,17.41764706,10.06470588,4,12,12,10,11,11,7.294117647,2,9,9,6,6,9,4.882352941,292.6,203.3,51.8,12.8,53.3,64.48823529,258.3529412,0,4.7,25,104.9,28.3,52.9,6.676470588,80,84,78,85,100,101,321,319,378,397,392,382,435,441,403,392,407,409,485,295,220,146,113,104,245,240,219,210,201,209,70,71,72,75,76,77,555,404,282,108,90,82
2001,IARO,103.4,176.7,98.6,127.3,38.4,162.3117647,60.32941176,12.89,17.39,21.12,25.8,23.91,18.33470588,11.58470588,10,20,13,10,4,9,6.764705882,7,14,9,6,3,7,4.352941176,179.9,68.6,23.1,0,0.5,48.72941176,204.2411765,16.5,39.2,106.9,223.4,173.3,41.3,7.594117647,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2004,NEHA,42.2,99.8,52.2,112.3,42.38823529,81.95882353,62.90588235,11.46,17.43,20.22,22.68,21.44588235,17.38117647,10.47941176,6,16,10,14,6,5.764705882,7.058823529,5,9,5,7,4,3.941176471,4.411764706,212.8,73.9,23,3.9,13.80588235,72.07058824,246.1647059,6.7,45.8,79.6,138.5,115,67.65294118,8.023529412,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2003,ILPG,73.21764706,118.0470588,67.16470588,110.4411765,101.6352941,105.9,76.18235294,11.22647059,17.22588235,21.31058824,23.31764706,22.53882353,19.74058824,11.14588235,8.529411765,12.35294118,8.529411765,8.705882353,9.411764706,5.411764706,7.058823529,5.529411765,8.352941176,4.823529412,6.705882353,6.117647059,4.176470588,5.294117647,221.1117647,78.14117647,15.05294118,1.170588235,6.694117647,30.82352941,206.1,10.15294118,44.27647059,104.0470588,155.4941176,147.1352941,62.97058824,12.72352941,23,24,23,26,37,80,300,309,328,357,369,256,593,589,577,546,379,353,1354,509,441,367,256,240,107,103,95,97,252,390,62,62,62,60,64,70,402,268,213,290,260,198
2002,ILRC,98.9,115.7,131.9,22.8,149.1,77,99.18823529,9.08,12.61,22.11,24.35,23.08,17.97529412,10.32882353,13,8,7,5,9,8,9.411764706,9,7,5,5,5,5,6.352941176,276.3,186.1,7.5,0,0,57.44117647,245.6705882,20.2,16.7,118.4,186.5,142.4,80.8,10.48823529,6,6,6,8,29,74,359,354,362,353,326,287,560,564,553,560,531,495,727,365,215,174,82,69,82,81,85,87,143,218,63,62,61,60,64,74,376,271,183,127,56,50
2003,ILRC,36.9,155.5,59.6,102.1,10.5,101.7588235,66.22352941,9.5,14.12,19.28,22.74,23.6,17.03058824,10.77058824,10,16,9,10,6,6.941176471,8,5,9,5,8,1,5.117647059,5,269.9,129.3,36,0,0,79.88235294,228.3058824,5,1.2,64.5,136.6,159.5,35.77647059,0.6,6,6,6,8,29,74,359,354,362,353,326,287,560,564,553,560,531,495,727,365,215,174,82,69,82,81,85,87,143,218,63,62,61,60,64,74,376,271,183,127,56,50
2004,ILRC,45.5,191.3,92,84.1,77.6,57.34117647,84.91764706,10.13,16.06,19.83,21.11,18.88,17.30529412,10.38117647,4,17,8,8,10,1,9.470588235,3,15,7,5,9,1,6.058823529,255.8,100.9,25,7.1,38.2,72.34705882,241.0705882,9.6,30.5,69.8,93.2,55.2,51.5,3.841176471,6,6,6,8,29,74,359,354,362,353,326,287,560,564,553,560,531,495,727,365,215,174,82,69,82,81,85,87,143,218,63,62,61,60,64,74,376,271,183,127,56,50
2005,ILRC,38.6,83.1,16.7,43.9,113.4,86.31764706,65.61764706,11.21,13.59,23.21,23.21,22.29,17.80411765,10.73117647,9,9,6,8,8,9,6.705882353,4,6,2,4,4,6,4.117647059,212.9,152.2,5,1.4,1.6,61.44705882,236.0941176,3.1,8.1,151.2,152.6,124.1,78.1,9.217647059,6,6,6,8,29,74,359,354,362,353,326,287,560,564,553,560,531,495,727,365,215,174,82,69,82,81,85,87,143,218,63,62,61,60,64,74,376,271,183,127,56,50
2007,LIRA,88.41176471,121.9470588,71.92352941,116.7529412,84.42941176,78.87647059,80.63529412,11.99588235,17.04352941,22.31882353,24.36647059,24.03411765,17.90470588,10.82823529,9.529411765,11.58823529,8.411764706,9,7.352941176,6.176470588,8.588235294,6.176470588,7.941176471,5.117647059,7.117647059,5.235294118,4.352941176,5.176470588,195.0882353,81.41176471,12.67647059,2.217647059,3.482352941,53.24117647,253.0294118,10.42352941,41.92941176,128.1176471,183.8176471,176.0411765,68.50588235,7.235294118,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2003,IARI,124,103.9,109.5,83.2,37.9,114.7411765,68.55294118,8.07,13.02,19.04,21.56,21.5,17.30882353,10.22823529,9,10,14,8,6,5,6.705882353,5,8,9,6,4,4,4.352941176,305.4,163.1,32.2,3.4,5,72.99411765,249.7117647,5.8,1.2,53.4,103.4,103.2,22.7,3.088235294,31,35,32,34,44,42,324,325,333,342,312,303,380,384,384,380,388,427,328,311,224,119,68,50,296,291,283,279,300,270,70,70,71,72,76,77,417,324,173,137,45,31
2005,IARI,78.6,237.1,94,92.3,57.4,118.7764706,66.24705882,10.2,13.06,21.59,22.79,20.24,17.92,10.80941176,10,13,19,10,5,11,7.882352941,6,12,10,8,3,8,5.176470588,244.4,162.6,5,5.9,14.8,57.25882353,238.7529412,0.3,1.7,102.6,139.4,73.8,53.4,4.3,31,35,32,34,44,42,324,325,333,342,312,303,380,384,384,380,388,427,328,311,224,119,68,50,296,291,283,279,300,270,70,70,71,72,76,77,417,324,173,137,45,31
2006,IARI,169.5,33.9,83.4,4.4,206.8,106,64.10588235,10.92,14.76,21.73941176,24.40823529,21.18,14.38,10.37647059,12,10,10,4,11,11,7,7,4,7,0,7,6,4.882352941,210.2,123.4,9.882352941,0.741176471,3.9,114.9,243.1882353,2.5,26.9,110.2117647,184.3470588,86.6,9.2,6.9,31,35,32,34,44,42,324,325,333,342,312,303,380,384,384,380,388,427,328,311,224,119,68,50,296,291,283,279,300,270,70,70,71,72,76,77,417,324,173,137,45,31
2000,MOMI,35.2,72.7,163.5,93.5,79.8,97.37647059,38.29411765,10.97,18.76,21.11,24.05,25.48,19.14235294,11.49352941,8,8,12,13,12,8,6.058823529,3,6,8,8,4,5,3.823529412,213.5,33.8,15.2,0,0.8,42.27058824,196.5,0,48.9,98.6,173.4,222.3,90.4,13.92941176,15,16,16,20,22,46,338,328,354,363,365,367,555,562,544,534,529,517,439,183,152,73,60,47,107,110,102,103,106,116,62,63,62,60,60,62,339,156,102,57,40,26
2001,MOMI,78.74117647,130.4352941,121.6294118,82.88235294,118.9882353,128.2,48.30588235,13.65647059,18.28294118,22.73647059,25.49176471,24.77352941,19.54352941,10.76294118,8.411764706,10.23529412,9.529411765,7.470588235,8.529411765,6.941176471,6.529411765,5.588235294,7.058823529,6.470588235,5.117647059,5.764705882,5.352941176,3.529411765,149.8294118,56.97647059,6.964705882,0.347058824,1.794117647,38.40588235,258.5882353,15.54117647,55.28823529,135.5470588,211.0882353,195,92.95882353,14.45882353,15,16,16,20,22,46,338,328,354,363,365,367,555,562,544,534,529,517,439,183,152,73,60,47,107,110,102,103,106,116,62,63,62,60,60,62,339,156,102,57,40,26
2002,MOMI,108.9,319.6,115.6,101.3,109.5,107.4882353,76.39411765,12.46,15.4,23.77,25.75,24,19.19764706,11.16588235,8,13,4,6,10,5,8.117647059,6,12,3,5,7,4,5.823529412,198.6,108.1,0.3,0,0.3,41.22941176,220.0235294,22.5,17.1,158.7,230,176.1,96.7,12.97647059,15,16,16,20,22,46,338,328,354,363,365,367,555,562,544,534,529,517,439,183,152,73,60,47,107,110,102,103,106,116,62,63,62,60,60,62,339,156,102,57,40,26
2003,MOMI,70.1,126.2,123.1,47.7,68.7,80.23529412,57.85294118,12.02,16.78,20.31,25.33,25.94,18.81176471,11.34352941,12,11,11,2,5,7,6.705882353,6,7,7,2,3,6,4.470588235,171.2,65.3,23.3,0,0,47.41176471,210.5588235,7.7,17.2,79.7,203.2,220.6,27.6,13.47058824,15,16,16,20,22,46,338,328,354,363,365,367,555,562,544,534,529,517,439,183,152,73,60,47,107,110,102,103,106,116,62,63,62,60,60,62,339,156,102,57,40,26
2004,MOMI,87.52352941,132.8058824,111.3176471,82.31176471,132.3235294,128.2,48.30588235,13.23058824,18.37941176,23.04588235,25.35235294,25.34470588,19.54352941,10.76294118,9,10.41176471,9.352941176,6.882352941,9.411764706,6.823529412,6.529411765,6.117647059,6.647058824,6.294117647,4.588235294,5.941176471,4.529411765,3.529411765,162.5294118,54.90588235,5.835294118,0.347058824,1.094117647,38.40588235,258.5882353,14.32352941,55.74117647,143.6705882,212.3176471,213.5647059,89.75882353,14.45882353,15,16,16,20,22,46,338,328,354,363,365,367,555,562,544,534,529,517,439,183,152,73,60,47,107,110,102,103,106,116,62,63,62,60,60,62,339,156,102,57,40,26
2005,MOMI,104.5,94.81176471,72.4,99.90588235,118.8529412,106.5411765,65.37058824,13.31352941,18.57764706,23.17117647,25.48176471,24.04235294,18.62941176,10.23588235,5,10.35294118,4,8.705882353,8.235294118,7.529411765,8.058823529,4,6.352941176,4,5.823529412,5.294117647,5.764705882,5.176470588,170.0941176,62.18823529,3.376470588,0.464705882,2.529411765,53.12941176,254.8,20.20588235,70.86470588,146.1352941,217.7941176,184.3294118,75.85882353,10.04705882,15,16,16,20,22,46,338,328,354,363,365,367,555,562,544,534,529,517,439,183,152,73,60,47,107,110,102,103,106,116,62,63,62,60,60,62,339,156,102,57,40,26
2006,MOMI,88.58235294,132.4235294,118.4588235,87.21764706,131.9588235,128.2,56.69411765,13.38529412,18.27235294,23.03352941,25.24588235,25.20941176,19.45,10.76294118,9.176470588,10.29411765,9.764705882,6.470588235,9.176470588,7.176470588,6.529411765,6.176470588,6.529411765,6.647058824,4.647058824,6.117647059,5,3.705882353,158.5058824,57.36470588,4.941176471,0.347058824,1.029411765,38.40588235,258.5882353,15.02941176,54.75294118,142.1411765,209.5941176,207.8411765,91.60588235,14.34705882,15,16,16,20,22,46,338,328,354,363,365,367,555,562,544,534,529,517,439,183,152,73,60,47,107,110,102,103,106,116,62,63,62,60,60,62,339,156,102,57,40,26
2007,MOMI,69.8,207.3,198.3,35.6,94.1,68.47058824,79.28823529,10.74,20.13,22.69,24.2,27.03,19.99705882,12.10235294,8,14,9,5,7,5,7.941176471,5,6,8,3,5,4,6,236.1,22.5,1.4,0,0,35.01176471,198.8352941,8.3,76.2,132,181.9,269.7,97.7,14.50588235,15,16,16,20,22,46,338,328,354,363,365,367,555,562,544,534,529,517,439,183,152,73,60,47,107,110,102,103,106,116,62,63,62,60,60,62,339,156,102,57,40,26
